cluster_id,ring_id,moi_metric,system_name,body_name,ring_name,x,y,z,rank
D5000_C001,c4648dfbc43435349fdc983c239865bd66a6eed5,0.999877,Byoomao CR-N e6-3615,Byoomao CR-N e6-3615 A 1,Byoomao CR-N e6-3615 A 1 B Ring,-1264.906250,-1302.593750,25724.843750,374
D5000_C001,02d71a3039f24a38b47a9bf6a7584e9f1ff818a3,0.999877,Blaa Eohn IZ-D d13-25,Blaa Eohn IZ-D d13-25 B 4,Blaa Eohn IZ-D d13-25 B 4 C Ring,-5965.312500,-142.593750,2660.500000,375
D5000_C001,65d48771bcf303b15536da61d5402ea0fd35d0d5,0.999877,Hypuae Briae VO-H d10-2480,Hypuae Briae VO-H d10-2480 12,Hypuae Briae VO-H d10-2480 12 C Ring,1048.281250,447.093750,35680.812500,376
D5000_C001,69534effa6d510081539ebd6a2a471a038ff66f9,0.999876,Noijeae JM-W f1-1168,Noijeae JM-W f1-1168 2,Noijeae JM-W f1-1168 2 B Ring,4213.500000,1510.343750,33051.187500,377
D5000_C001,8494d137248c2d0a12faffa48e70ed218598f891,0.999876,Umbaisk AA-A h52,Umbaisk AA-A h52 B 3,Umbaisk AA-A h52 B 3 B Ring,-15916.437500,-29.062500,30857.437500,378
D5000_C001,1a9651f7953e6cdb66af572e805b0abf51848744,0.999875,Traikaae II-K c8-10,Traikaae II-K c8-10 5,Traikaae II-K c8-10 5 C Ring,-1327.531250,46.562500,4418.218750,379
D5000_C001,a759fa07da40af875160daaacb5a3b063855f43a,0.999875,Tr 24 Sector SK-D c13-8,Tr 24 Sector SK-D c13-8 AB 5,Tr 24 Sector SK-D c13-8 AB 5 B Ring,881.375000,27.500000,3654.406250,380
D5000_C001,94cf89f2724d187c9a74e98a24cf692587c2cbac,0.999875,Pru Euq TY-A c3,Pru Euq TY-A c3 3,Pru Euq TY-A c3 3 A Ring,-1208.156250,207.000000,234.500000,381
D5000_C001,8ea21363b34e7bf708d6a654c2aca902aa2044f1,0.999875,Leamao ON-X c3-120,Leamao ON-X c3-120 3,Leamao ON-X c3-120 3 A Ring,3312.343750,-325.968750,19592.218750,382
D5000_C001,4e8f230a810ecf2ac52363105db6ab95f1db7f03,0.999874,Synuefe WZ-W b34-1,Synuefe WZ-W b34-1 A 1,Synuefe WZ-W b34-1 A 1 C Ring,102.031250,-211.750000,-320.125000,383
D5000_C001,0e69929b24405c171e9d999794c6993d779dd431,0.999873,Ellaisms DL-F d11-157,Ellaisms DL-F d11-157 A 3,Ellaisms DL-F d11-157 A 3 C Ring,-5350.968750,252.062500,10171.343750,384
D5000_C001,65d1dcffd72223de52d8906b517e10c78288afd5,0.999873,Prooe Drye CH-J c23-1,Prooe Drye CH-J c23-1 7,Prooe Drye CH-J c23-1 7 B Ring,-1822.031250,-1022.531250,1220.031250,385
D5000_C001,9b1866479763ebc0dc003e7b9d2c2d97efedf3b0,0.999873,Eor Phyloi AA-A h534,Eor Phyloi AA-A h534 B 2,Eor Phyloi AA-A h534 B 2 C Ring,3696.437500,1988.906250,27383.812500,386
D5000_C001,3671a5bf367860ba646e8d2e3bbb375aec948415,0.999873,Traikoa BN-Y c15-2,Traikoa BN-Y c15-2 AB 1,Traikoa BN-Y c15-2 AB 1 C Ring,-2158.000000,530.718750,4744.468750,387
D5000_C001,43511464e73f2e6ed9375ddb517c0f114275c0a9,0.999873,Byoi Euq HI-Y c28-16,Byoi Euq HI-Y c28-16 7,Byoi Euq HI-Y c28-16 7 C Ring,-5509.093750,177.468750,6576.250000,388
D5000_C001,2f29b5134fbe163763234adcdd28ab91f47073e5,0.999872,Phleedgoea FG-Y g1028,Phleedgoea FG-Y g1028 2,Phleedgoea FG-Y g1028 2 A Ring,-8171.875000,-860.218750,34761.625000,389
D5000_C001,182cb03c1b2af74856874a40e88448690fe6b083,0.999871,Scheau Phoe IZ-O b52-1,Scheau Phoe IZ-O b52-1 7,Scheau Phoe IZ-O b52-1 7 B Ring,-5620.468750,-269.406250,-5055.281250,390
D5000_C001,1e958988c9451e36f17cfee3e3f18c346c1f09e2,0.999871,Flyiedge NS-T c19-28,Flyiedge NS-T c19-28 6,Flyiedge NS-T c19-28 6 A Ring,-4955.343750,-302.562500,8753.656250,391
D5000_C001,35bcf45c1ec2e4001fd0c154959d050dd6166563,0.999870,Stuemeae JH-V c2-3716,Stuemeae JH-V c2-3716 A 3,Stuemeae JH-V c2-3716 A 3 A Ring,56.562500,105.125000,25965.156250,392
D5000_C001,6453e30fba6fcc9097554daf81da7a686a922a68,0.999870,Prae Drye HD-Z d1-22,Prae Drye HD-Z d1-22 B 5,Prae Drye HD-Z d1-22 B 5 B Ring,-3772.437500,-174.281250,381.750000,393
D5000_C001,0b9c0ee3339ee45b3dc109ad38862596123dbe05,0.999870,Phroi Blou EG-Y g187,Phroi Blou EG-Y g187 4,Phroi Blou EG-Y g187 4 B Ring,-3458.093750,-918.218750,34652.718750,394
D5000_C001,fbee66dd2120f8654445b381e3f8b58ec624cf51,0.999870,Qieduia XV-K d9-19,Qieduia XV-K d9-19 5,Qieduia XV-K d9-19 5 C Ring,-3157.531250,-237.750000,-5333.937500,395
D5000_C001,d1243538aa098b66ebdd02a90333967377a4219a,0.999869,Byua Chraei ZA-A c14,Byua Chraei ZA-A c14 1,Byua Chraei ZA-A c14 1 C Ring,-2887.000000,-13.593750,54000.500000,397
D5000_C001,08f75b829835c075b40bf83b353fb59db7a14a6e,0.999869,Thuechoo XP-S c6-9,Thuechoo XP-S c6-9 6,Thuechoo XP-S c6-9 6 A Ring,-18416.812500,-240.875000,52980.093750,398
D5000_C001,761b4e85208394e44ba7e23015f328ed9466863a,0.999869,Hypuae Ain AV-E b41-0,Hypuae Ain AV-E b41-0 A 3,Hypuae Ain AV-E b41-0 A 3 C Ring,455.875000,440.687500,-5304.750000,400
D5000_C001,64fa7443389d21ddad90c7ef03f163a601e53a7e,0.999869,Hegua SS-T d3-40,Hegua SS-T d3-40 5,Hegua SS-T d3-40 5 B Ring,-3082.656250,311.406250,-3257.062500,401
D5000_C001,133343d174eb8d3ccfe0679cc9cd5199e63620b0,0.999869,Gria Drye AV-V d3-53,Gria Drye AV-V d3-53 B 7,Gria Drye AV-V d3-53 B 7 C Ring,-1457.812500,-63.000000,5664.906250,402
D5000_C001,b66110f4bf954c70a14e56653d5e76f7a2561901,0.999869,Bleia Dryiae SQ-P c8-21,Bleia Dryiae SQ-P c8-21 AB 3,Bleia Dryiae SQ-P c8-21 AB 3 C Ring,-748.468750,-108.000000,4423.625000,403
D5000_C001,b7b8c8b5ba8866181d5c1dbe39e713153dcedf7b,0.999869,Blaa Dryou QA-P b10-2,Blaa Dryou QA-P b10-2 AB 6,Blaa Dryou QA-P b10-2 AB 6 B Ring,4989.750000,-415.218750,4278.343750,404
D5000_C001,634f639a17144923d9a81e1404e8575da91ab5af,0.999867,Theemae AA-A g170,Theemae AA-A g170 1,Theemae AA-A g170 1 B Ring,-3747.906250,1859.062500,23833.281250,405
D5000_C001,e42c7d1c178e59291f12ed16fb25493a6f8f2060,0.999867,Eol Flyou FG-Y g522,Eol Flyou FG-Y g522 1,Eol Flyou FG-Y g522 1 C Ring,-9606.593750,-775.718750,18110.625000,406
D5000_C001,7979a712bd6501cebee1b79725c8d323bdf3a5a5,0.999866,Dryau Ausms IL-Y e1473,Dryau Ausms IL-Y e1473 A 2,Dryau Ausms IL-Y e1473 A 2 C Ring,-1508.187500,1440.750000,20881.781250,407
D5000_C001,ebea5a2a3d55ef5edc07b9d0b7e41f85bac10063,0.999865,Dryao Phylio AA-A h156,Dryao Phylio AA-A h156 2,Dryao Phylio AA-A h156 2 B Ring,-3242.343750,1504.375000,28945.250000,408
D5000_C001,9e97512779c4f03e336dd35a9f253eb310a9646f,0.999864,Greethuia FQ-X d1-86,Greethuia FQ-X d1-86 9,Greethuia FQ-X d1-86 9 C Ring,-5675.593750,528.718750,37571.718750,409
D5000_C001,b470d62fa567076cd2f31b9ccf6e6ee64357c380,0.999864,Phroea Flyuae IM-W f1-1483,Phroea Flyuae IM-W f1-1483 2,Phroea Flyuae IM-W f1-1483 2 A Ring,-7683.625000,-1013.875000,23927.687500,410
D5000_C001,ba77657a45a0e16af9082fa2cf27622c28a7b1c1,0.999864,Whamboi PI-T e3-160,Whamboi PI-T e3-160 3,Whamboi PI-T e3-160 3 A Ring,-2088.625000,367.937500,18864.750000,411
D5000_C001,2b2f2e15bc4d1a9bbb24fce48effe28c6a7050e2,0.999863,Ploi Aec ZM-U c3-7,Ploi Aec ZM-U c3-7 7,Ploi Aec ZM-U c3-7 7 B Ring,7362.656250,324.000000,6804.718750,412
D5000_C001,2b74ab1642213f494cfb31025b744f58746d016d,0.999861,Blia Aim SJ-I d9-184,Blia Aim SJ-I d9-184 AB 1,Blia Aim SJ-I d9-184 AB 1 C Ring,13121.625000,-22.750000,15111.781250,413
D5000_C001,e8f158c5cee3cb8188ed9f6bd9a12210f7e0bf20,0.999860,Blua Hypa RQ-J b53-26,Blua Hypa RQ-J b53-26 7,Blua Hypa RQ-J b53-26 7 C Ring,-6512.656250,-659.000000,12880.218750,414
D5000_C001,4a6f4e2c7cff4459fad8fcfeb8c8101b3609c7e7,0.999860,Clooku EB-G c26-16,Clooku EB-G c26-16 3,Clooku EB-G c26-16 3 C Ring,-6193.281250,-569.312500,12891.125000,415
D5000_C001,a0387a060884514d9ab5b150dbeb4fabf11b1f80,0.999859,Egnaimt HG-Y f22,Egnaimt HG-Y f22 1,Egnaimt HG-Y f22 1 B Ring,4897.968750,1549.093750,22312.937500,416
D5000_C001,b4c8cfb2c6392688863784d958ef8545c2ea61c0,0.999859,Blaa Hype RP-S c19-0,Blaa Hype RP-S c19-0 7,Blaa Hype RP-S c19-0 7 C Ring,4702.468750,-524.437500,12587.218750,417
D5000_C001,a68c3d9abc717dd3f638691d4ede4f7f2ae29325,0.999859,Ploea Brou VJ-I d9-189,Ploea Brou VJ-I d9-189 6,Ploea Brou VJ-I d9-189 6 A Ring,5678.125000,6.312500,50972.687500,418
D5000_C001,3fb0c6a9bb46b27f6d9e29b029afe03084ce15bc,0.999859,Prue Dryue GR-T d4-104,Prue Dryue GR-T d4-104 6,Prue Dryue GR-T d4-104 6 C Ring,-13181.406250,-210.562500,632.187500,419
D5000_C001,2c56d2d6e4daf306145dcdf2546f9f46d75806da,0.999858,Clooku MU-F c27-124,Clooku MU-F c27-124 ABCD 1,Clooku MU-F c27-124 ABCD 1 C Ring,-6431.781250,-253.125000,12930.562500,420
D5000_C001,44eb55b46f1511958698de9716d028d91fea19ef,0.999857,Brambue GH-V f2-169,Brambue GH-V f2-169 1,Brambue GH-V f2-169 1 A Ring,-11299.781250,-1348.375000,19397.468750,421
D5000_C001,d3bb456f94e60970431d7aeb5cc9cedd9d117f0d,0.999857,Preia Phoe XW-X c3-70,Preia Phoe XW-X c3-70 ABC 3,Preia Phoe XW-X c3-70 ABC 3 B Ring,-4880.406250,-231.093750,10620.718750,422
D5000_C001,44db5e4655add039c0f54538754ecc39a7141ede,0.999857,Graea Hypue IO-M c9-7,Graea Hypue IO-M c9-7 AB 3,Graea Hypue IO-M c9-7 AB 3 B Ring,-859.406250,-408.781250,13438.375000,423
D5000_C001,363253e888e8f6f5254575e61d6fc8b68c146c0a,0.999857,Droju JN-M c10-8,Droju JN-M c10-8 BC 6,Droju JN-M c10-8 BC 6 A Ring,-225.406250,-43.562500,3242.562500,424
D5000_C001,e09b8906dc5f85e659a68d813d97ac4d98e6cd70,0.999857,Preia Phoe MZ-C c1-40,Preia Phoe MZ-C c1-40 5,Preia Phoe MZ-C c1-40 5 C Ring,-4923.687500,-277.312500,10511.843750,425
D5000_C001,5a56e0c6a2040c8f9680f3e477f7e5ee4c474335,0.999856,Eotchops FG-Y g1550,Eotchops FG-Y g1550 B 1,Eotchops FG-Y g1550 B 1 B Ring,3262.250000,1300.531250,24167.875000,426
D5000_C001,1aaea3aff3807bbcf3a10c15f32d6e5166c0a908,0.999855,Thailoi JN-N c22-7,Thailoi JN-N c22-7 13,Thailoi JN-N c22-7 13 C Ring,-2647.187500,-475.375000,5022.812500,427
D5000_C001,0d3964593035c48e41171ce8cf07fb1c24b79110,0.999853,Choomee CX-S d4-38,Choomee CX-S d4-38 10,Choomee CX-S d4-38 10 C Ring,-2618.250000,733.218750,24990.906250,428
D5000_C001,935d6c44d8c0cb6fbe1003b785b1ff008fb51409,0.999853,Eord Flyuae AF-A e128,Eord Flyuae AF-A e128 2,Eord Flyuae AF-A e128 2 C Ring,-7343.843750,-1000.625000,16860.468800,429
D5000_C001,6cc547ee1f29f04fef792907b64ec59e25b13c78,0.999853,Wepai QU-G c26-1890,Wepai QU-G c26-1890 6,Wepai QU-G c26-1890 6 C Ring,-38.031250,-409.062500,24411.625000,430
D5000_C001,57fdfdbb7379161650e7f737c75660964c56e69c,0.999853,Dryuae Phyloea AA-A g194,Dryuae Phyloea AA-A g194 A 3,Dryuae Phyloea AA-A g194 A 3 C Ring,-6295.875000,1562.687500,28722.343750,431
D5000_C001,cce5f198f43b78dd30e558bd826041f9297a4304,0.999852,Phreia Pri PQ-U b17-0,Phreia Pri PQ-U b17-0 4,Phreia Pri PQ-U b17-0 4 B Ring,16076.593750,-1079.781250,26213.312500,432
D5000_C001,1c8e30c10a536cada7b5901903872f7efaf5c241,0.999850,Prua Dryoae XM-D c28-1,Prua Dryoae XM-D c28-1 6,Prua Dryoae XM-D c28-1 6 B Ring,2333.843750,-362.281250,1450.406250,433
D5000_C001,93178ae62fd63e6f5de97401daffa565a682fd6f,0.999850,Phoi Aug SJ-Z e90,Phoi Aug SJ-Z e90 1,Phoi Aug SJ-Z e90 1 B Ring,1255.843750,2339.781250,26054.906250,434
D5000_C001,78435c100733caa0974a617bff4c7168045bf5b6,0.999850,Myriesly MT-G c24-4237,Myriesly MT-G c24-4237 A 4,Myriesly MT-G c24-4237 A 4 C Ring,-621.500000,104.812500,25585.031250,435
D5000_C001,1c771bc2d139e28ebabfbb265602d83cb79a3b11,0.999850,Stuelou KS-J d9-316,Stuelou KS-J d9-316 7,Stuelou KS-J d9-316 7 B Ring,-6903.437500,-711.031250,13858.000000,436
D5000_C001,a70490d377e76ebb54192b266451d5b912aaad81,0.999850,Thaila ZR-U c19-64,Thaila ZR-U c19-64 ABC 2,Thaila ZR-U c19-64 ABC 2 C Ring,6136.468750,-100.218750,4907.093750,437
D5000_C001,14ad366fdd57943b93b3f8c1d4e18ad31994817e,0.999850,Graea Hypue MD-A d1-280,Graea Hypue MD-A d1-280 AB 1,Graea Hypue MD-A d1-280 AB 1 B Ring,-1140.812500,-441.656250,13136.562500,438
D5000_C001,4eed7baec29e5f4dbe8353a25feec2da26661497,0.999849,Hypio Pri ZQ-Y c3-3086,Hypio Pri ZQ-Y c3-3086 A 1,Hypio Pri ZQ-Y c3-3086 A 1 C Ring,643.781250,-81.812500,24722.625000,439
D5000_C001,a983c2272e14a19ab47fefa23a70faa85e93277b,0.999848,Pheia Briae VW-L c8-211,Pheia Briae VW-L c8-211 8,Pheia Briae VW-L c8-211 8 C Ring,1100.937500,351.312500,36420.093750,440
D5000_C001,34a39d99fbbd5a1d0fd1d935855302ad86026ee5,0.999848,Dryaea Aob JR-E c14-54,Dryaea Aob JR-E c14-54 4,Dryaea Aob JR-E c14-54 4 C Ring,-10161.937500,1055.875000,18756.875000,441
D5000_C001,4cb10e9c9316c0fbcd79a1e6c12096b77e0563f5,0.999848,Lyrongou GG-Y f846,Lyrongou GG-Y f846 3,Lyrongou GG-Y f846 3 B Ring,7245.500000,1392.875000,26150.218750,444
D5000_C001,3c1b7d0cc4514e3ea85bf656e00ba38db5246757,0.999846,Whambeia PM-W e1-1171,Whambeia PM-W e1-1171 3,Whambeia PM-W e1-1171 3 B Ring,2407.375000,1.250000,18475.656250,445
D5000_C001,c19f7e0813ad38122e6ccebe827fee9ce9274bea,0.999846,Phraa Hypa OJ-D b31-0,Phraa Hypa OJ-D b31-0 2,Phraa Hypa OJ-D b31-0 2 C Ring,-1424.312500,-299.843750,-6802.843750,446
D5000_C001,4446af457d37c6105bd7144f376923ff592b390e,0.999844,Gludgoea SW-J c22-21,Gludgoea SW-J c22-21 9,Gludgoea SW-J c22-21 9 B Ring,-3790.718750,53.656250,-3935.718750,448
D5000_C001,752601fd2b28fec53cadb7e2109e664065530308,0.999844,Phaa Chraei HN-S e4-468,Phaa Chraei HN-S e4-468 1,Phaa Chraei HN-S e4-468 1 A Ring,-7437.031250,1113.750000,34392.875000,449
D5000_C001,1ae1753ba75271ac0b8c132f4c3b3ea13e65cab3,0.999843,Systipoea GD-H d11-113,Systipoea GD-H d11-113 B 8,Systipoea GD-H d11-113 B 8 A Ring,17251.218750,-334.093750,28115.750000,450
D5000_C001,ba47adc075c513f369c07789333b4e5a7974da99,0.999843,Bleia Eohn PC-M d7-1,Bleia Eohn PC-M d7-1 11,Bleia Eohn PC-M d7-1 11 B Ring,-449.437500,-1210.812500,2137.156250,451
D5000_C001,434cc79e872606e1f8a40f50d0020bd7cfd57cd3,0.999842,Blo Bre SM-W c1-11,Blo Bre SM-W c1-11 7,Blo Bre SM-W c1-11 7 C Ring,-7333.906250,-1.187500,55341.375000,452
D5000_C001,b4794c6dea0895ac3191a5129a9a74a5a99b0285,0.999842,Flyiedgiae BS-W c4-70,Flyiedgiae BS-W c4-70 A 5,Flyiedgiae BS-W c4-70 A 5 C Ring,-3383.750000,-141.187500,8117.312500,453
D5000_C001,3e92c09eaa644dcd3d4683048146d7a50286dcca,0.999841,Eeshorks SN-A d1-1354,Eeshorks SN-A d1-1354 2,Eeshorks SN-A d1-1354 2 A Ring,2182.593750,-344.875000,17007.156250,454
D5000_C001,c284ed0f007e95d76e99707bad29fd683caf0c66,0.999841,Drumbaae AA-A h332,Drumbaae AA-A h332 B 3,Drumbaae AA-A h332 B 3 A Ring,-8947.656250,1761.625000,22698.625000,455
D5000_C001,899f8d00321a36599ada4fc33795f89b655cf01a,0.999841,Eol Prou HC-K d9-256,Eol Prou HC-K d9-256 AB 3,Eol Prou HC-K d9-256 AB 3 B Ring,-9390.718750,-534.031250,20242.187500,456
D5000_C001,1bf47df384b038ee4fa0ab57dd9dc94bf83166c2,0.999841,Blue Hypooe FW-N e6-1,Blue Hypooe FW-N e6-1 2,Blue Hypooe FW-N e6-1 2 B Ring,-12027.031250,-1105.968750,12870.906250,457
D5000_C001,1c00ffc0cf640b9c85ea1998fad774bea96606bd,0.999840,Gru Drye BA-Q c21-8,Gru Drye BA-Q c21-8 7,Gru Drye BA-Q c21-8 7 C Ring,-7371.656250,-333.187500,6276.875000,458
D5000_C001,7a61828863c66e48f73bf4c6c2cc7b2041e8140e,0.999839,Sphoetz GW-W f1-159,Sphoetz GW-W f1-159 A 2,Sphoetz GW-W f1-159 A 2 B Ring,-9535.031250,-1664.500000,16233.437500,459
D5000_C001,c4e3ccbe20e28595ca6f40a084d396bdc4832083,0.999839,Gludgoea QO-Q d5-41,Gludgoea QO-Q d5-41 13,Gludgoea QO-Q d5-41 13 B Ring,-3533.500000,482.437500,-4417.125000,460
D5000_C001,d606f26029d87f6f4a0dc5725560d7e38325cc64,0.999839,Synuefou EU-G c27-22,Synuefou EU-G c27-22 4,Synuefou EU-G c27-22 4 C Ring,4908.125000,-55.562500,113.625000,461
D5000_C001,a47b7ec37e72279850bc781966f9812e040c6b39,0.999838,Col 359 Sector YU-O d6-58,Col 359 Sector YU-O d6-58 AB 4,Col 359 Sector YU-O d6-58 AB 4 C Ring,-370.093750,120.468750,616.343750,462
D5000_C001,5b33f8bebb1f88de4af0a91082b3b63188891284,0.999838,Eor Ausms EG-Y g445,Eor Ausms EG-Y g445 B 2,Eor Ausms EG-Y g445 B 2 B Ring,-7529.375000,1451.375000,20098.625000,463
D5000_C001,be664ab1d3c332d38bbd9afe474acd80a23d610e,0.999838,Drojo LW-M c23-6,Drojo LW-M c23-6 ABCDE 4,Drojo LW-M c23-6 ABCDE 4 B Ring,-3293.781250,-243.250000,3803.375000,464
D5000_C001,ac453fd9278c1820ba0b4c3205139b70ec4a8248,0.999838,Sifi OT-Z d13-56,Sifi OT-Z d13-56 10,Sifi OT-Z d13-56 10 A Ring,-1936.531250,86.687500,1483.437500,465
D5000_C001,aa827f2a9817644b8b137c9b588aed6415653d4b,0.999837,Dryau Chrea OH-D c12-915,Dryau Chrea OH-D c12-915 5,Dryau Chrea OH-D c12-915 5 A Ring,592.093750,16.718750,28905.343750,466
D5000_C001,50eb2606044a539fd2dc2176cea78083a6e8e3f0,0.999836,Prua Eaec AW-C d108,Prua Eaec AW-C d108 B 3,Prua Eaec AW-C d108 B 3 C Ring,-8665.562500,-46.281250,10528.937500,467
D5000_C001,03eb6cc8a61cb852e8af2d96054aa32d21125602,0.999836,Boeff MZ-Q c21-53,Boeff MZ-Q c21-53 2,Boeff MZ-Q c21-53 2 C Ring,-12919.093750,-111.531250,16527.750000,468
D5000_C001,91c1c2cfed78a3d9598a602a9eb0499b1a5bb406,0.999835,Foett PS-U e2-71,Foett PS-U e2-71 A 1,Foett PS-U e2-71 A 1 C Ring,-3379.875000,1327.593750,16212.000000,469
D5000_C001,9f6a4e4c3bb6867434eb0c05c4b6d0331390dbec,0.999835,Aunaihm LM-W f1-976,Aunaihm LM-W f1-976 A 2,Aunaihm LM-W f1-976 A 2 C Ring,-7936.218750,1416.031250,21535.968750,470
D5000_C001,929fc82bb50956168b54c1b097389930db8409b9,0.999835,Dryooe Flyou DG-K c23-294,Dryooe Flyou DG-K c23-294 3,Dryooe Flyou DG-K c23-294 3 C Ring,-9027.343750,-817.500000,19163.625000,471
D5000_C001,a8abdbaf9c4c67f27253643ff71e2b6b4da382b3,0.999835,Voqaa JH-V f2-503,Voqaa JH-V f2-503 1,Voqaa JH-V f2-503 1 B Ring,-9107.156250,-1367.843750,17910.656250,472
D5000_C001,a78ee8649fadc15d98cdcff21db80c8b448d7db0,0.999835,Eactaifs FX-A c14-1,Eactaifs FX-A c14-1 8,Eactaifs FX-A c14-1 8 C Ring,-12418.812500,258.593750,43058.625000,473
D5000_C001,cfb4e856ed7652aa3c531eda6b73c7b12ea720a5,0.999835,Skaude WZ-W d2-87,Skaude WZ-W d2-87 9,Skaude WZ-W d2-87 9 C Ring,-4533.468750,-321.312500,9427.406250,474
D5000_C001,cd4412ca8c79bcb037a7c0fdfd1fce37ae1f626a,0.999834,Scheau Prue FB-W e2-2398,Scheau Prue FB-W e2-2398 3,Scheau Prue FB-W e2-2398 3 B Ring,2478.500000,-1450.843750,25046.218750,475
D5000_C001,e75fca3ce134f893c0abebb67dbe258617f7ef86,0.999834,Syralie AK-A d119,Syralie AK-A d119 10,Syralie AK-A d119 10 A Ring,2875.843750,148.281250,5393.968750,476
D5000_C001,348c36daf57cac808d7016fccc8e33d5db5021a7,0.999834,Hyuqoae HG-Y f725,Hyuqoae HG-Y f725 1,Hyuqoae HG-Y f725 1 B Ring,-6781.875000,-1083.937500,35147.437500,477
D5000_C001,3c737440c75d9a78806c02959da9ca0a16e6c60a,0.999834,Dryaa Flyao OS-B d320,Dryaa Flyao OS-B d320 8,Dryaa Flyao OS-B d320 8 B Ring,8165.437500,-528.093750,18193.031250,478
D5000_C001,2930cdfe03e9074410ccc84b0057c2e6ca25a353,0.999834,Striechooe NA-F b44-1,Striechooe NA-F b44-1 1,Striechooe NA-F b44-1 1 C Ring,-684.281250,-253.156250,48530.125000,479
D5000_C001,abcfca5c130ed02b03962e73d34ee05db4c6aad3,0.999833,Athaip DQ-P e5-722,Athaip DQ-P e5-722 2,Athaip DQ-P e5-722 2 B Ring,1167.125000,-991.625000,22958.000000,480
D5000_C001,9dea53fcf69bf58398b455572eb56aa23a9b9ecf,0.999832,Col 173 Sector JP-B b31-2,Col 173 Sector JP-B b31-2 5,Col 173 Sector JP-B b31-2 5 A Ring,1063.593750,130.031250,-35.843750,481
D5000_C001,b6c7c80e2b89cd937377850dc0407c33c9ee13b7,0.999831,Eumogy OX-J c22-62,Eumogy OX-J c22-62 7,Eumogy OX-J c22-62 7 B Ring,4755.187500,1301.812500,17845.156250,482
D5000_C001,8a299f4bbf8790dd02fd39089b7a223a15d018f3,0.999831,Hypoe Prue GR-W f1-231,Hypoe Prue GR-W f1-231 2,Hypoe Prue GR-W f1-231 2 B Ring,6342.906250,-2175.250000,25403.437500,483
D5000_C001,3a2dd1b1c29be253baec15f99262181be3384636,0.999831,Blaea Euhn LL-P d5-96,Blaea Euhn LL-P d5-96 16,Blaea Euhn LL-P d5-96 16 C Ring,-15607.218750,45.406250,4576.906250,484
D5000_C001,fab2ce1d35b52de9cccc2fe12e5ff5af51c7099f,0.999830,Eol Prou NS-U f2-2044,Eol Prou NS-U f2-2044 2,Eol Prou NS-U f2-2044 2 B Ring,-9811.187500,-1118.343750,20502.281250,485
D5000_C001,fdc20c8098c7a3d82c77228d1eb2bbc0d64e431c,0.999830,Syralia FM-U c3-4,Syralia FM-U c3-4 ABC 7,Syralia FM-U c3-4 ABC 7 B Ring,1417.843750,326.062500,5509.343750,486
D5000_C001,40994d12e131900b7ab81ae3b1867535fa64ed17,0.999829,Eephaills EV-O d6-61,Eephaills EV-O d6-61 14,Eephaills EV-O d6-61 14 B Ring,-10440.968750,-799.875000,17415.625000,487
D5000_C001,442da50071fea71fa9c8b2c6d573feec84ebf9d0,0.999828,Oephaivsky AQ-X d1-2,Oephaivsky AQ-X d1-2 5,Oephaivsky AQ-X d1-2 5 A Ring,-12473.625000,458.875000,17084.843750,489
D5000_C001,881bb7065225ee433d0bda76d70fb9190edcb9f9,0.999828,Mynoaw FG-Y g1195,Mynoaw FG-Y g1195 2,Mynoaw FG-Y g1195 2 B Ring,4839.093750,-918.593750,19152.406250,490
D5000_C001,f2029eb87f6d5c580954545069a3f96f29bff182,0.999826,Egnaiwn YU-Y f84,Egnaiwn YU-Y f84 2,Egnaiwn YU-Y f84 2 C Ring,-1058.062500,2481.093750,22543.750000,491
D5000_C001,a368b2275f49ec2cf0ed061000fd1d9a3b30eabc,0.999826,Phoi Aurb AA-A h241,Phoi Aurb AA-A h241 AB 1,Phoi Aurb AA-A h241 AB 1 B Ring,5048.656250,1327.312500,26179.812500,492
D5000_C001,c896bcc036d32f7ec2779846e6c72fd2a9358ac7,0.999826,Blooe Eop KM-X b20-0,Blooe Eop KM-X b20-0 6,Blooe Eop KM-X b20-0 6 A Ring,12056.250000,-224.906250,1939.500000,493
D5000_C001,00d6c9f23d0603e7c90f682b25f3a64fc2012664,0.999826,Blua Hypue KY-Z d13-16,Blua Hypue KY-Z d13-16 6,Blua Hypue KY-Z d13-16 6 A Ring,-4666.281250,-1097.468750,12989.031250,494
D5000_C001,d7574b8aa60303ccee19ebc4eb0f2d7b881b53ff,0.999826,Skaudou PH-H c24-2,Skaudou PH-H c24-2 3,Skaudou PH-H c24-2 3 C Ring,-1265.843750,-1047.531250,10249.718750,495
D5000_C001,e4525fe59c5a4ddf2b454f418ff220f34394cca0,0.999825,Sifaea HZ-E b13-0,Sifaea HZ-E b13-0 1,Sifaea HZ-E b13-0 1 A Ring,5894.437500,356.375000,504.093750,496
D5000_C001,6fbb1af87659bc949f0a50faef5ca82bfd3a1beb,0.999824,Phroea Blou EG-Y f960,Phroea Blou EG-Y f960 1,Phroea Blou EG-Y f960 1 A Ring,-7596.312500,-1180.281250,33932.562500,497
D5000_C001,ed822fdaa94f45be5402ebb3da554e04200747dc,0.999824,Croomoea DR-N e6-3263,Croomoea DR-N e6-3263 3,Croomoea DR-N e6-3263 3 A Ring,-3640.593750,1350.531250,25793.437500,498
